Type,Date,Exercise / Meal,Category / Meal Type,Set Number,Reps,Weight (kg),Duration (hrs),Duration (mins),Total Duration (mins),Calories (kcal),Protein (g),Carbs (g),Fat (g),Sugar (g),Heart Rate (bpm),Foods,Notes,Logged At (UTC)
"Workout","2026-04-14","Hip Abductor Machine","legs","2","10","65","","","","","","","","","","","",""
"Workout","2026-04-14","Hip Abductor Machine","legs","1","10","57.5","","","","","","","","","","","",""
"Workout","2026-04-14","Leg Curl","legs","4","4","72.5","","","","","","","","","","","",""
"Workout","2026-04-14","Leg Curl","legs","3","8","65","","","","","","","","","","","",""
"Workout","2026-04-14","Leg Curl","legs","2","8","65","","","","","","","","","","","",""
"Workout","2026-04-14","Leg Curl","legs","1","10","57.5","","","","","","","","","","","",""
"Workout","2026-04-14","Hack Squat Machine","legs","4","8","70","","","","","","","","","","","",""
"Workout","2026-04-14","Hack Squat Machine","legs","3","8","70","","","","","","","","","","","",""
"Workout","2026-04-14","Hack Squat Machine","legs","2","10","60","","","","","","","","","","","",""
"Workout","2026-04-14","Hack Squat Machine","legs","1","12","40","","","","","","","","","","","",""
"Workout","2026-04-14","Abs","core","3","20","","","","","","","","","","","","",""
"Workout","2026-04-14","Abs","core","2","30","","","","","","","","","","","","",""
"Workout","2026-04-14","Abs","core","1","30","","","","","","","","","","","","",""
"Workout","2026-04-14","Single Leg Squat","legs","3","10","","","","","","","","","","","","",""
"Workout","2026-04-14","Single Leg Squat","legs","2","10","","","","","","","","","","","","",""
"Workout","2026-04-14","Single Leg Squat","legs","1","10","","","","","","","","","","","","",""
"Nutrition","2026-04-13","Dinner","Dinner","","","","","","","200","13","30","7","","","150g Takoyaki","",""
"Nutrition","2026-04-13","Dinner","Dinner","","","","","","","100","4","12","3","","","50g Gyoza","",""
"Nutrition","2026-04-13","Dinner","Dinner","","","","","","","100","8","12","1","","","1serving Tuna Sushi","",""
"Nutrition","2026-04-13","Dinner","Dinner","","","","","","","800","20","50","35","","","1serving Ramen","",""
"Nutrition","2026-04-13","Supplements","Supplements","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-13","Supplements","Supplements","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-13","Breakfast","Breakfast","","","","","","","30","1","8","","7","","50g Mango","",""
"Nutrition","2026-04-13","Lunch","Lunch","","","","","","","413","78","40","9","","","250g Chicken Breast","",""
"Nutrition","2026-04-13","Protein","Protein","","","","","","","105","24","3","1","1","","30g Casein Protein Powder","",""
"Nutrition","2026-04-13","Breakfast","Breakfast","","","","","","","105","24","3","1","1","","30g Casein Protein Powder","",""
"Nutrition","2026-04-13","Breakfast","Breakfast","","","","","","","118","20","8","","8","","2serving Greek Yogurt (Plain)","",""
"Nutrition","2026-04-13","Breakfast","Breakfast","","","","","","","124","7","21","2","3","",".5serving Whole Wheat Bread","",""
"Nutrition","2026-04-13","Breakfast","Breakfast","","","","","","","310","26","2","22","2","","2serving Whole Egg","",""
"Workout","2026-04-13","Abs","core","6","15","","","","","","","","","","","","",""
"Workout","2026-04-13","Abs","core","5","15","","","","","","","","","","","","",""
"Workout","2026-04-13","Abs","core","4","15","","","","","","","","","","","","",""
"Workout","2026-04-13","Abs","core","3","15","","","","","","","","","","","","",""
"Workout","2026-04-13","Abs","core","2","15","","","","","","","","","","","","",""
"Workout","2026-04-13","Abs","core","1","15","","","10","10","","","","","","112","","",""
"Workout","2026-04-13","Ice Bath","recovery","1","","","","2","2","","","","","","","","",""
"Workout","2026-04-13","Sauna","recovery","1","","","","11","11","","","","","","","","",""
"Workout","2026-04-13","Chest","chest","1","1","","","53","53","318","","","","","94","","",""
"Workout","2026-04-13","Standing Chest Flies","chest","4","8","125","","","","","","","","","","","",""
"Workout","2026-04-13","Standing Chest Flies","chest","3","8","125","","","","","","","","","","","",""
"Workout","2026-04-13","Standing Chest Flies","chest","2","10","125","","","","","","","","","","","",""
"Workout","2026-04-13","Standing Chest Flies","chest","1","10","110","","","","","","","","","","","",""
"Workout","2026-04-13","Tricep Dips","chest","3","10","","","","","","","","","","","","",""
"Workout","2026-04-13","Tricep Dips","chest","2","10","","","","","","","","","","","","",""
"Workout","2026-04-13","Tricep Dips","chest","1","13","","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Decline Machine","chest","1","7","70","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Decline Machine","chest","3","9","70","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Decline Machine","chest","2","10","60","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Decline Machine","chest","1","5","80","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Wide Machine","chest","4","7","110","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Wide Machine","chest","3","8","100","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Wide Machine","chest","2","10","80","","","","","","","","","","","",""
"Workout","2026-04-13","Chest Press Wide Machine","chest","1","10","40","","","","","","","","","","","",""
"Workout","2026-04-13","Bench Press Machine","chest","2","5","130","","","","","","","","","","","",""
"Workout","2026-04-13","Bench Press Machine","chest","1","7","130","","","","","","","","","","","",""
"Workout","2026-04-13","Bench Press Machine","chest","1","8","120","","","","","","","","","","","",""
"Workout","2026-04-13","Bench Press Machine","chest","2","10","80","","","","","","","","","","","",""
"Workout","2026-04-13","Bench Press Machine","chest","1","10","40","","","","","","","","","","","",""
"Workout","2026-04-12","Ice Skating","cardio","1","","","1","","60","300","","","","","","","",""
"Workout","2026-04-10","Ice Bath","recovery","1","","","","2","2","","","","","","","","",""
"Workout","2026-04-10","Sauna","recovery","1","","","","11","11","","","","","","","","",""
"Workout","2026-04-10","Back","triceps","1","1","","","51","51","413","","","","","115","","",""
"Workout","2026-04-10","Seated Row Machine","back","4","10","120","","","","","","","","","","","",""
"Workout","2026-04-10","Seated Row Machine","back","3","8","120","","","","","","","","","","","",""
"Workout","2026-04-10","Seated Row Machine","back","2","10","120","","","","","","","","","","","",""
"Workout","2026-04-10","Seated Row Machine","back","1","10","80","","","","","","","","","","","",""
"Workout","2026-04-10","Back Flies","back","4","10","57.5","","","","","","","","","","","",""
"Workout","2026-04-10","Back Flies","back","3","10","50","","","","","","","","","","","",""
"Workout","2026-04-10","Back Flies","back","2","10","45","","","","","","","","","","","",""
"Workout","2026-04-10","Back Flies","back","1","10","45","","","","","","","","","","","",""
"Workout","2026-04-10","Lat Pulldown","back","4","6","82.5","","","","","","","","","","","",""
"Workout","2026-04-10","Lat Pulldown","back","3","5","82.5","","","","","","","","","","","",""
"Workout","2026-04-10","Lat Pulldown","back","2","7","75","","","","","","","","","","","",""
"Workout","2026-04-10","Lat Pulldown","back","1","10","67.5","","","","","","","","","","","",""
"Workout","2026-04-10","Rows Machine","back","4","6","75","","","","","","","","","","","",""
"Workout","2026-04-10","Rows Machine","back","3","6","75","","","","","","","","","","","",""
"Workout","2026-04-10","Rows Machine","back","2","10","67.5","","","","","","","","","","","",""
"Workout","2026-04-10","Rows Machine","back","1","10","60","","","","","","","","","","","",""
"Workout","2026-04-10","Abs","core","6","1","","","","","","","","","","","","",""
"Workout","2026-04-10","Abs","core","5","1","","","","","","","","","","","","",""
"Workout","2026-04-10","Abs","core","4","1","","","","","","","","","","","","",""
"Workout","2026-04-10","Abs","core","3","1","","","","","","","","","","","","",""
"Workout","2026-04-10","Abs","core","2","1","","","","","","","","","","","","",""
"Workout","2026-04-10","Abs","core","1","1","","","13","13","91","","","","","105","","",""
"Workout","2026-04-09","Massage","recovery","1","","","1","","60","","","","","","","","",""
"Workout","2026-04-09","Ice Bath","recovery","1","","","","1","1","","","","","","","","",""
"Workout","2026-04-09","Legs","legs","1","1","","","53","53","385","","","","","109","","",""
"Workout","2026-04-09","Sauna","recovery","1","","","","12","12","","","","","","","","",""
"Workout","2026-04-09","Hack Squat Machine","legs","1","10","40","","","","","","","","","","","",""
"Workout","2026-04-09","Hack Squat Machine","legs","4","10","60","","","","","","","","","","","",""
"Workout","2026-04-09","Hack Squat Machine","legs","3","10","40","","","","","","","","","","","",""
"Workout","2026-04-09","Hack Squat Machine","legs","2","8","80","","","","","","","","","","","",""
"Workout","2026-04-09","Hack Squat Machine","legs","1","10","","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Extension","legs","4","8","80","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Extension","legs","3","8","80","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Extension","legs","2","8","87.5","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Extension","legs","1","10","72.5","","","","","","","","","","","",""
"Workout","2026-04-09","Stretching Routine","stretching","1","","","","10","10","80","","","","","112","","",""
"Workout","2026-04-09","Abs","core","1","1","","","4","4","30","","","","","112","","",""
"Workout","2026-04-09","Calf Raises","legs","4","15","65","","","","","","","","","","","",""
"Workout","2026-04-09","Calf Raises","legs","3","15","65","","","","","","","","","","","",""
"Workout","2026-04-09","Calf Raises","legs","2","15","60","","","","","","","","","","","",""
"Workout","2026-04-09","Calf Raises","legs","1","20","40","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Adductors","legs","4","10","35","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Adductors","legs","3","10","35","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Adductors","legs","2","10","35","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Adductors","legs","1","10","35","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Abductor Machine","legs","4","10","65","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Abductor Machine","legs","3","10","65","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Abductor Machine","legs","2","8","65","","","","","","","","","","","",""
"Workout","2026-04-09","Hip Abductor Machine","legs","1","10","50","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Curl","legs","4","5","62","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Curl","legs","3","5","65","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Curl","legs","2","6","65","","","","","","","","","","","",""
"Workout","2026-04-09","Leg Curl","legs","1","10","50","","","","","","","","","","","",""
"Workout","2026-04-08","Massage Gun","recovery","1","","","","5","5","","","","","","","","",""
"Workout","2026-04-08","Pickleball","pickleball","1","","","3","3","183","2053","","","","","129","","",""
"Workout","2026-04-07","Chest","chest","1","1","","1","6","66","500","","","","","112","","",""
"Workout","2026-04-07","Standing Chest Flies","chest","4","10","125","","","","","","","","","","","",""
"Workout","2026-04-07","Standing Chest Flies","chest","3","10","125","","","","","","","","","","","",""
"Workout","2026-04-07","Standing Chest Flies","chest","2","10","125","","","","","","","","","","","",""
"Workout","2026-04-07","Standing Chest Flies","chest","1","12","110","","","","","","","","","","","",""
"Workout","2026-04-07","Fly Machine","chest","2","7","85","","","","","","","","","","","",""
"Workout","2026-04-07","Fly Machine","chest","1","10","80","","","","","","","","","","","",""
"Workout","2026-04-07","Fly Machine","chest","1","10","80","","","","","","","","","","","",""
"Workout","2026-04-07","Tricep Dips","chest","1","8","20","","","","","","","","","","","",""
"Workout","2026-04-07","Tricep Dips","chest","3","10","20","","","","","","","","","","","",""
"Workout","2026-04-07","Tricep Dips","chest","2","10","20","","","","","","","","","","","",""
"Workout","2026-04-07","Tricep Dips","chest","1","15","","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Machine","chest","4","8","","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Machine","chest","3","5","135","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Machine","chest","2","7","130","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Machine","chest","1","8","120","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Incline Machine","chest","4","5","140","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Incline Machine","chest","3","7","130","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Incline Machine","chest","2","8","120","","","","","","","","","","","",""
"Workout","2026-04-07","Bench Press Incline Machine","chest","1","13","80","","","","","","","","","","","",""
"Workout","2026-04-07","Abs","stretching","1","","","","8","8","59","","","","","119","","",""
"Workout","2026-04-07","Stretching Routine","stretching","1","","","","8","8","54","","","","","95","","",""
"Workout","2026-04-06","Pickleball","pickleball","1","","","3","3","183","1812","","","","","122","","",""
"Workout","2026-04-06","Shoulders","shoulders","1","1","","","41","41","316","","","","","118","","",""
"Workout","2026-04-06","Stretching Routine","stretching","1","","","","10","10","68","","","","","97","","",""
"Workout","2026-04-06","Lat Pulldown","back","4","8","75","","","","","","","","","","","",""
"Workout","2026-04-06","Lat Pulldown","back","3","8","67.5","","","","","","","","","","","",""
